Sample,Species,Location,Date,Fish #,TL
NSI 60A - 22.3.2019 - 10x A. jugosa 3,A. jugosa,North Stradbroke,22/03/2019,L7,2.455
NSI 60A - 22.3.2019 - 10x A. jugosa 3,A. jugosa,North Stradbroke,22/03/2019,L8,2.492
NSI 60A - 22.3.2019 - 10x A. jugosa 3,A. jugosa,North Stradbroke,22/03/2019,L9,1.835
NSI 60A - 22.3.2019 - 10x A. jugosa 3,A. jugosa,North Stradbroke,22/03/2019,L10,1.588
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L1,2.768
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L2,2.651
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L3,1.76
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L4,2.059
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L5,3.124
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L6,1.776
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L7,1.526
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L8,2.025
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L9,2.278
NSI 60A - 22.3.2019 - 10x A. jugosa 4,A. jugosa,North Stradbroke,22/03/2019,L10,3.216
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L1,2.37
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L2,1.908
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L3,2.051
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L4,3.29
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L5,1.655
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L6,1.633
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L7,1.442
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L8,1.943
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L9,1.727
NSI 60A - 22.3.2019 - 10x A. jugosa,A. jugosa,North Stradbroke,22/03/2019,L10,1.72
NSI 60m - 16.4.2019 - 1x A. jugosa,A. jugosa,North Stradbroke,16/04/2019,L1,3.15
NSI 60m - 16.9.2019 - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,16/09/2019,L1,3.872
NSI 60m - 16.9.2019 - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,16/09/2019,L2,4.522
Nsi 60m - 19.1.21 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,19/01/2021,L1,2.546
NSI 60m - 21.8..2019 - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L1,5.659
NSI 60m - 23.7.2019 - 1x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L1,2.769
NSI 60m - 23.7.2019 - 3x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L1,4.664
NSI 60m - 23.7.2019 - 3x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L2,4.65
NSI 60m - 23.7.2019 - 3x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L3,4.692
NSI 60m - 23.7.2019 - 5x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L1,4.712
NSI 60m - 23.7.2019 - 5x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L2,5.397
NSI 60m - 23.7.2019 - 5x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L3,5.677
NSI 60m - 23.7.2019 - 5x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L4,5.852
NSI 60m - 23.7.2019 - 5x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L5,4.258
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L1,5.069
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L2,3.992
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L3,4.168
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L4,4.948
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L5,4.046
NSI 60m - 23.7.2019 - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L6,4.023
NSI 60m - 27.5.2019 - 1x Ratabulus spp,Ratabulus spp.,North Stradbroke,27/05/2019,L1,3.159
NSI 60m ETOH - 5.10.2021 - 1x P. grandispinis,P. grandispinis,North Stradbroke,5/10/2021,L1,3.176
NSI 60m ETOH - 5.10.2021 - 2x A. jugosa,A. jugosa,North Stradbroke,5/10/2021,L1,1.687
NSI 60m ETOH - 5.10.2021 - 2x A. jugosa,A. jugosa,North Stradbroke,5/10/2021,L2,7.122
NSI 60m ETOH - 20.8.2021 - 4x P. grandispinis,P. grandispinis,North Stradbroke,20/08/2021,L1,8.313
NSI 60m ETOH - 20.8.2021 - 4x P. grandispinis,P. grandispinis,North Stradbroke,20/08/2021,L2,9.712
NSI 60m ETOH - 20.8.2021 - 4x P. grandispinis,P. grandispinis,North Stradbroke,20/08/2021,L3,7.231
NSI 60m ETOH - 20.8.2021 - 4x P. grandispinis,P. grandispinis,North Stradbroke,20/08/2021,L4,9.376
NSI 60m ETOH - 21.10.21 - 4x A. jugosa,A. jugosa,North Stradbroke,21/10/2021,L1,2.729
NSI 60m ETOH - 21.10.21 - 4x A. jugosa,A. jugosa,North Stradbroke,21/10/2021,L2,2.432
NSI 60m ETOH - 21.10.21 - 4x A. jugosa,A. jugosa,North Stradbroke,21/10/2021,L3,1.705
NSI 60m ETOH - 21.10.21 - 4x A. jugosa,A. jugosa,North Stradbroke,21/10/2021,L4,2.101
NSI 60m ETOH - 27.7.2021 - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,27/07/2021,L1,6.694
NSI 60m ETOH - 27.7.2021 - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,27/07/2021,L2,7.057
NSI 60m ETOH - 27.7.2021 - 2x P. grandispinis,P. grandispinis,North Stradbroke,27/07/2021,L1,5.516
NSI 60m ETOH - 27.7.2021 - 2x P. grandispinis,P. grandispinis,North Stradbroke,27/07/2021,L2,4.666
NSI 60m Tow 1 ETOH - 9.11.2021 - 1x A. jugosa,A. jugosa,North Stradbroke,9/11/2021,L1,2.522
NSI 60m Tow 1 ETOH - 9.11.2021 - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,9/11/2021,L1,6.384
NSI 60m Tow 1 ETOH - 9.11.2021 - 1x P. grandispinis,P. grandispinis,North Stradbroke,9/11/2021,L1,3.81
NSI 60m Tow 1 ETOH - 22.12.2021 - 1x S. tuberculata,S. tuberculata,North Stradbroke,22/12/2021,L1,2.342
NSI 60m Tow 1 ETOH - 22.12.2021 - 4x A. jugosa,A. jugosa,North Stradbroke,22/12/2021,L1,1.618
NSI 60m Tow 1 ETOH - 22.12.2021 - 4x A. jugosa,A. jugosa,North Stradbroke,22/12/2021,L2,2.106
NSI 60m Tow 1 ETOH - 22.12.2021 - 4x A. jugosa,A. jugosa,North Stradbroke,22/12/2021,L3,2.437
NSI 60m Tow 1 ETOH - 22.12.2021 - 4x A. jugosa,A. jugosa,North Stradbroke,22/12/2021,L4,3.208
NSI 30A - 27.5.19 - ETOH - 1x O. pedimacula,O. pedimacula,North Stradbroke,27/05/2019,L1,8.184
NSI 30A - 27.5.19 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,27/05/2019,L1,2.912
NSI 30A - 27.5.19 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,27/05/2019,L2,2.232
NSI 30m - 2.12.2020 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,2/12/2020,L1,3.025
NSI 30m - 16.9.19 - 1x A. jugosa,A. jugosa,North Stradbroke,16/09/2019,L1,4.7
NSI 30m - 16.9.19 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,16/09/2019,L1,3.112
NSI 30m - 16.9.19 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,16/09/2019,L2,3.021
NSI 30m - 16.11.20 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,16/11/2020,L1,3.752
NSI 30m - 16.11.20 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,16/11/2020,L2,3.069
NSI 30m - 18.8.2020 - ETOH - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,18/08/2020,L1,3.896
NSI 30m - 21.8.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,21/08/2019,L1,6.133
NSI 30m - 21.8.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,21/08/2019,L2,4.17
NSI 30m - 21.8.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,21/08/2019,L3,4.859
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L1,6.337
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L2,7.349
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L3,4.933
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L4,4.555
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L5,6.886
NSI 30m - 21.8.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,21/08/2019,L6,4.364
NSI 30m - 22.10.2020 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,22/10/2020,L1,3.473
NSI 30m - 22.10.2020 - ETOH - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,22/10/2020,L1,3.077
NSI 30m - 22.10.2020 - ETOH - 1x P. grandispinis,P. grandispinis,North Stradbroke,22/10/2020,L1,2.018
NSI 30m - 23.7.19 - ETOH - 4x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L1,8.049
NSI 30m - 23.7.19 - ETOH - 4x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L2,5.668
NSI 30m - 23.7.19 - ETOH - 4x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L3,3.034
NSI 30m - 23.7.19 - ETOH - 4x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L4,7.491
NSI 30m - 23.7.19 - ETOH - 5x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L1,4.135
NSI 30m - 23.7.19 - ETOH - 5x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L2,4.481
NSI 30m - 23.7.19 - ETOH - 5x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L3,4.721
NSI 30m - 23.7.19 - ETOH - 5x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L4,4.38
NSI 30m - 23.7.19 - ETOH - 5x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L5,5.682
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L1,5.642
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L2,5.09
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L3,6.127
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L4,5.043
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L5,4.549
NSI 30m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L6,6.218
NSI 60A - 20.10.16 - ETOH - Ratabulus spp,Ratabulus spp.,North Stradbroke,20/10/2016,L1,3.469
NSI 60A - 20.10.16 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,20/10/2016,L1,4.603
NSI 60A - 20.10.16 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,20/10/2016,L2,7.356
NSI 60B - 15.12.16 - ETOH - 4x A. jugosa,A. jugosa,North Stradbroke,15/12/2016,L1,2.681
NSI 60B - 15.12.16 - ETOH - 4x A. jugosa,A. jugosa,North Stradbroke,15/12/2016,L2,2.574
NSI 60B - 15.12.16 - ETOH - 4x A. jugosa,A. jugosa,North Stradbroke,15/12/2016,L3,2.278
NSI 60B - 15.12.16 - ETOH - 4x A. jugosa,A. jugosa,North Stradbroke,15/12/2016,L4,2.299
NSI 60B -16.11.16 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,16/11/2016,L1,7.638
NSI 60B -16.11.16 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,16/11/2016,L2,7.777
NSI 60B -16.11.16 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,16/11/2016,L3,7.645
NSI 60B -16.11.16 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,16/11/2016,L4,7.208
NSI 60B -16.11.16 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,16/01/2016,L5,6.961
NSI 60B - 20.9.16 - ETOH - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,20/09/2016,L1,4.112
NSI 60B - 20.9.16 - ETOH - 3x P. endrachtensis,P. endrachtensis,North Stradbroke,20/09/2016,L1,5.069
NSI 60B - 20.9.16 - ETOH - 3x P. endrachtensis,P. endrachtensis,North Stradbroke,20/09/2016,L2,5.769
NSI 60B - 20.9.16 - ETOH - 3x P. endrachtensis,P. endrachtensis,North Stradbroke,20/09/2016,L3,4.701
NSI 60B - 20.9.16 - ETOH - 3x S. tuberculata,S. tuberculata,North Stradbroke,20/09/2016,L1,6.736
NSI 60B - 20.9.16 - ETOH - 3x S. tuberculata,S. tuberculata,North Stradbroke,20/09/2016,L2,5.253
NSI 60B - 20.9.16 - ETOH - 3x S. tuberculata,S. tuberculata,North Stradbroke,20/09/2016,L3,7.363
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L1,7.158
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L2,7.945
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L3,5.538
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L4,4.637
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L5,2.416
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L6,8.093
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L7,8.254
NSI 60B - 20.9.16 - ETOH - 8x P. grandispinis,P. grandispinis,North Stradbroke,20/09/2016,L8,6.142
NSI 60B - 24.4.17 - ETOH - 1x P. grandispinis,P. grandispinis,North Stradbroke,24/04/2017,L1,3.456
NSI 60B - 24.4.17 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,24/04/2017,L1,3.232
NSI 60B - 24.4.17 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,24/04/2017,L2,3.065
NSI 60B - 24.4.17 - ETOH - 2x Ratabulus spp,Ratabulus spp.,North Stradbroke,24/04/2017,L1,3.271
NSI 60B - 24.4.17 - ETOH - 2x Ratabulus spp,Ratabulus spp.,North Stradbroke,24/04/2017,L2,3.132
NSI 60m - 16.9.19 - ETOH - 1x P. grandispinis,P. grandispinis,North Stradbroke,16/09/2019,L1,4.298
NSI 60m - 20.7.2020 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,20/07/2020,L1,4.198
NSI 60m - 20.7.2020 - ETOH - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,20/07/2020,L1,2.629
NSI 60m - 20.7.20 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,20/07/2020,L1,4.661
NSI 60m - 20.7.20 - ETOH - 2x P. grandispinis,P. grandispinis,North Stradbroke,20/07/2020,L2,4.166
NSI 60m - 23.7.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L1,6.11
NSI 60m - 23.7.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L2,5.621
NSI 60m - 23.7.19 - ETOH - 3x A. jugosa,A. jugosa,North Stradbroke,23/07/2019,L3,5.91
NSI 60m - 23.7.19 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L1,5.847
NSI 60m - 23.7.19 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L2,4.406
NSI 60m - 23.7.19 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L3,5.336
NSI 60m - 23.7.19 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L4,7.058
NSI 60m - 23.7.19 - ETOH - 5x P. grandispinis,P. grandispinis,North Stradbroke,23/07/2019,L5,5.54
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L1,6.626
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L2,6.068
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L3,4.952
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L4,5.688
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L5,3.664
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis 2,P. endrachtensis,North Stradbroke,23/07/2019,L6,7.207
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L1,5.346
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L2,6.422
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L3,6.256
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L4,4.756
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L5,4.975
NSI 60m - 23.7.19 - ETOH - 6x P. endrachtensis,P. endrachtensis,North Stradbroke,23/07/2019,L6,5.058
NSI 60m - 25.6.2020 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,25/06/2020,L1,3.887
NSI 60m - 25.6.2020 - ETOH - 1x P. grandispinis,P. grandispinis,North Stradbroke,25/06/2020,L1,3.725
NSI 60m - 27.5.19 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,27/05/2019,L1,7.279
NSI 60m - 27.5.19 - ETOH - 1x Ratabulus spp,Ratabulus spp.,North Stradbroke,27/05/2019,L1,8.803
NSI 60m - 27.9.17 - ETOH - 1x A. jugosa,A. jugosa,North Stradbroke,27/09/2017,L1,5.245
NSI 60m - 27.9.17 - ETOH - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,27/09/2017,L1,5.278
NSI 60m - 27.9.17 - ETOH - 2x P. endrachtensis,P. endrachtensis,North Stradbroke,27/09/2017,L2,4.785
NSI 60m - 29.8.17 - ETOH - 1x P. endrachtensis,P. endrachtensis,North Stradbroke,29/08/2017,L1,5.15
NSI 60m - 29.8.17 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,29/08/2017,L1,3.605
NSI 60m - 29.8.17 - ETOH - 2x A. jugosa,A. jugosa,North Stradbroke,29/08/2017,L2,4.877
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L1,4.628
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L2,3.01
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L3,2.096
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L4,3.118
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L5,4.782
PHA - 1.7.2020 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,1/07/2020,L6,2.373
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L1,2.006
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L2,2.272
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L3,3.494
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L4,2.314
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L5,3.389
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L6,1.974
PHA - 9.4.19 - ETOH - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L7,2.511
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L1,2.376
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L2,3.222
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L3,1.442
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L4,1.8
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L5,2.592
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L6,1.68
PHA - 9.4.19 - ETOH - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L7,3.421
PHA -17.12.19 - Tow 2 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,17/12/2019,L1,7.122
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L1,3.029
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L2,6.961
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L3,2.526
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L4,4.179
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L5,5.494
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L6,5.047
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L7,2.672
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L8,3.691
PHA -17.12.19 - Tow 2 - 9x P. grandispinis,P. grandispinis,Port Hacking,17/12/2019,L9,2.889
PHA - 22.1.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/01/2019,L1,2.765
PHA - 22.1.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/01/2019,L2,1.79
PHA - 22.1.19 - ETOH - 2x P. grandispinis,P. grandispinis,Port Hacking,22/01/2019,L1,2.355
PHA - 22.1.19 - ETOH - 2x P. grandispinis,P. grandispinis,Port Hacking,22/01/2019,L2,2.386
PHA - 23.5.19 - 1x P. caeruelopunctatus,P. caeruleopunctatus ,Port Hacking,23/05/2019,L1,2.284
PHA - 26.6.19 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,26/06/2019,L1,2.344
PHA #1 - 28.8.19 - ETOH - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,28/08/2019,L1,3.814
PHA #1 - 28.8.19 - ETOH - 5x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L1,4.715
PHA #1 - 28.8.19 - ETOH - 5x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L2,11.083
PHA #1 - 28.8.19 - ETOH - 5x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L3,3.908
PHA #1 - 28.8.19 - ETOH - 5x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L4,10.848
PHA #1 - 28.8.19 - ETOH - 5x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L5,5.619
PHA 1A - 19.11.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L1,2.784
PHA 1A - 19.11.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L2,2.573
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L1,3.306
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L2,4.951
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L3,2.486
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L4,2.378
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L5,5.251
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L6,6.536
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L7,6.919
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L8,6.39
PHA 1A - 19.11.19 - ETOH - 9x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L9,6.228
PHA 1A - 29.10.19 - ETOH - 1x P. richardsoni,P. richardsoni,Port Hacking,29/10/2019,L1,3.112
PHA 1A - 29.10.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,29/10/2019,L1,1.671
PHA 1A - 29.10.19 - ETOH - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,29/10/2019,L2,2.753
PHA 1A - 29.10.19 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L1,3.421
PHA 1A - 29.10.19 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L2,5.687
PHA 1A - 29.10.19 - ETOH - 6x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L3,2.38
